id,id_internal,employees,founding_year,indegree,outdegree,innoprob,sustainability_intensity,ai_intensity,3d_printing_intensity,lats,lons
1358,0,,2019.0,0,0,0.11257985,0.1458596203217816,0.0,0.0,48.182701695940146,8.56995545081434
1359,0,12.0,2006.0,2,1,0.55584675,0.0,0.0,0.0,48.72369503409282,8.610543462307588
1360,0,,,0,0,0.250261,0.0,0.0,0.0,48.231073929993876,9.616286884656022
1361,0,,,0,0,0.16629472,0.0,0.0,0.0,49.278191134024304,8.44786700979887
1362,0,,,0,0,0.44886827,0.0,0.0,0.0,48.71832475595331,9.988629873723195
1363,0,,,0,0,,,,,48.82134074969494,9.49758383208523
1364,0,2.0,2015.0,1,0,0.18635005,0.0,0.0,0.0,47.673104465808095,9.401757513769724
1365,0,1.0,2017.0,0,1,0.31796843,0.3784912976719981,0.0,0.0,48.83208116583693,8.591571518241928
1366,0,48.0,2008.0,0,3,0.11730912,0.0,0.0,0.0,49.11261867472824,9.975680473468334
1367,0,,,0,0,,,,,49.33451950263922,8.591196616514969
1368,0,33.0,1939.0,0,0,,,,,48.79365100432552,10.324663675254982
1369,0,17.0,1990.0,0,0,0.58014566,0.1623226603155016,0.0,0.0,48.558990911559135,7.879539892851238
1370,0,1.0,2019.0,0,0,0.2541538,0.0,0.0,0.0,49.152064191447806,8.151388851591292
1371,0,,,0,0,0.83027256,0.8100894072484501,0.0,0.0,49.36207476192188,10.117772522311764
1372,0,11.0,2008.0,4,2,0.12989044,0.9348870716907924,0.0,0.0,49.95221654439588,10.348699721902513
1373,0,10.0,1978.0,0,1,0.22409922,0.0,0.0,0.0,48.90880405972923,9.027276318648518
1374,0,1.0,1977.0,0,4,0.6782226,0.0,0.0,0.0,47.62908756217653,9.726950327474533
1375,0,,,0,0,,,,,49.10708726617541,8.156737704168075
1376,0,,,0,0,0.12494668,0.0,0.0,0.0,48.399034439648354,7.968010180671001
1377,0,2.0,1983.0,0,0,,,,,48.983119589536464,9.618882121154718
1378,0,,,0,0,,,,,49.23678118220295,9.715548028919208
1379,0,,,0,0,,,,,48.26536929541309,8.778792733721383
1380,0,,,0,0,,,,,49.690398651002845,9.67277115392788
1381,0,,,0,0,,,,,49.13750950929826,10.048488587589143
1382,0,22.0,2021.0,1,8,0.2527409,0.3549627155826952,0.0,0.0,47.76264946521549,8.936524980796476
1383,0,,,0,0,0.29151034,,,,49.889260797071785,9.812634350168334
1384,0,54.0,2017.0,4,1,0.6248281,0.5486476866500857,0.6803393093650635,0.0,47.57256138853868,10.001985373033149
1385,0,,2018.0,0,0,0.1652467,0.0,0.0,0.0,49.3321783601488,9.402656927624928
1386,0,1.0,2017.0,0,0,0.13920116,0.0,0.0,0.0,48.334522809945064,8.779763558438873
1387,0,,,1,0,0.5555215,,,,49.40052352163433,8.507173696677492
1388,0,,2016.0,0,1,0.13827795,0.0,0.0,0.0,47.68109415684528,9.710866453291118
1389,0,1.0,2011.0,0,0,0.24289727,0.0,0.0,0.0,48.586934614773945,10.3021538339883
1390,0,,,0,0,0.1389356,0.0,0.0,0.0,48.37683743639064,9.347749560862438
1391,0,2.0,2016.0,0,0,0.3284309,0.0,0.0,0.0,47.75373959432402,9.855631616718487
1392,0,10.0,1977.0,1,2,0.26074785,0.0,0.0,0.0,48.431116085401335,9.070903206469458
1393,0,7.0,2012.0,1,1,0.4087692,0.0,0.0790869017095505,0.0,48.68271859015093,7.616086492917516
1394,0,12.0,2004.0,0,0,,,,,49.04287580025419,9.015695620274332
1395,0,32.0,1993.0,1,0,0.6886259,0.7735534741708882,0.0,0.0,49.29117869568237,9.886919855337961
1396,0,,,0,0,,,,,49.84646039375391,9.396887834813864
1397,0,47.0,2012.0,0,0,0.556521,0.0,0.0,0.0,48.258581054611014,9.637812672024387
1398,0,2.0,1976.0,0,0,0.3010571,0.0,0.0,0.0,47.68113944353948,8.56284365146702
1399,0,5.0,2007.0,1,0,0.2990641,0.0,0.0,0.0,49.768832412626594,9.201032983541964
1400,0,,2004.0,0,0,,,,,48.843396854334436,8.624295578732685
1401,0,,,0,0,,,,,47.950941947938745,8.693217916237503
1402,0,,,0,0,,,,,49.667550193396195,10.41048399881406
1403,0,7.0,1928.0,0,0,0.14663431,0.0,0.0,0.0,47.89827837790858,8.32984639298779
1404,0,6.0,2001.0,0,0,0.5862444,,,,48.51771549382171,8.856027345151562
1405,0,,,0,1,0.14545396,0.0,0.0,0.0,49.64583113664873,7.7958165516110824
1406,0,1.0,2012.0,0,0,0.56798214,0.0,0.0,0.0,48.634167595368666,8.523739268294701
1407,0,22.0,2018.0,1,1,0.24714494,0.0,0.0,0.0,47.60043346131268,10.439131934924072
1408,0,20.0,1995.0,0,0,0.7144851,0.0,0.0,0.0,47.92975134223977,8.08254045320237
1409,0,40.0,1968.0,0,0,0.4722544,0.0,0.0,0.0,47.54614873407516,8.697238621851254
1410,0,,,0,0,0.34587514,0.0,0.0,0.0,48.82788558195863,9.06110233350266
1411,0,,,0,0,0.37713176,0.0,0.0,0.0,48.95008453053381,8.484620337951705
1412,0,,,0,0,0.12982622,0.0,0.0,0.0,48.685768240828175,8.767374081045638
1413,0,3.0,2013.0,0,0,,,,,48.976234763495576,9.569149371821286
1414,0,2.0,2003.0,0,2,0.25590807,0.0,0.0,0.0,49.28969213414803,7.588865758606248
1415,0,15.0,1995.0,2,4,0.07483119,0.0,0.0,0.0,48.95736798343957,8.329464397685909
1416,0,,,0,0,0.39146352,,,,49.31075405752324,8.052161819793081
1417,0,23.0,1898.0,1,0,0.15970764,0.0,0.0,0.0,48.89445404507622,10.302854531047831
1418,0,14.0,2009.0,0,0,0.72627735,0.0,0.0,0.0,48.35513149497537,8.996641951627879
1419,0,,,0,1,0.6127849,0.0,0.0,0.0,49.208812661979344,10.485999644443382
1420,0,,,0,1,0.42858332,0.0,0.0,0.0,47.74822515948244,8.60502682460673
1421,0,,,5,4,0.33789077,0.1583979101283177,0.0,0.0,48.92029012807474,8.74784720838324
1422,0,51.0,1984.0,1,0,0.69456637,0.0,0.0,0.0,48.18643133348209,7.854924579103928
