id,id_internal,employees,indegree,outdegree,innoprob,sustainability_intensity,ai_intensity,3d_printing_intensity,age_years
0.0,0.0,-0.17829146359421108,-0.5194920005873136,-0.5585458929723429,1.6267097290344021,-0.2977282328136353,1.9567120021876927,-0.06188919091798516,-1.6351281775730244
1.0,0.0,1.4375007285615524,-0.5194920005873136,2.017751538657021,-0.6512212553366772,0.6513526611308007,-0.09987132277664464,-0.06188919091798516,1.4713676564764075
2.0,0.0,-0.17829146359421108,-0.5194920005873136,0.5510050174551142,1.9540508103573955,-0.2977282328136353,3.2020655117317536,-0.06188919091798516,0.061156684183663795
3.0,0.0,1.6633796260882894,-0.5194920005873136,-0.5585458929723429,-0.9628399126162467,1.7087221123679932,-0.09987132277664464,-0.06188919091798516,0.36451871548643705
4.0,0.0,1.3718829096162277,1.8701207895537755,0.5510050174551142,2.55705093983589,0.9222040293529759,-0.09987132277664464,-0.06188919091798516,0.47037090250818714
5.0,0.0,-0.17829146359421108,4.364234741751811,0.5510050174551142,0.139937219535099,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
6.0,0.0,-1.259218986693441,-0.5194920005873136,0.5510050174551142,2.911909629715001,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-0.836712482463298
7.0,0.0,-0.17829146359421108,2.254762536078073,1.6605559278825712,1.5488099446962063,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
8.0,0.0,1.1438126912891127,-0.5194920005873136,-0.5585458929723429,-1.367412653618195,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-0.32076566084664376
9.0,0.0,-1.259218986693441,-0.5194920005873136,1.2000506926961954,1.8763348528079693,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,1.2473491709201763
10.0,0.0,-0.8602807993718138,2.254762536078073,2.017751538657021,-0.5438571882366281,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-1.8634716306726513
11.0,0.0,-1.259218986693441,0.6753143944832309,-0.5585458929723429,-0.8689709610441599,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-0.6083690293636714
12.0,0.0,-0.3576781233154566,-0.5194920005873136,-0.5585458929723429,-0.1760614829971229,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.661772283158531
13.0,0.0,-0.17829146359421108,-0.5194920005873136,-0.5585458929723429,-0.2578115021693673,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
14.0,0.0,-0.17829146359421108,-0.5194920005873136,-0.5585458929723429,-0.604671548426298,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-0.41056893322881244
15.0,0.0,2.3198116124089574,2.254762536078073,-0.5585458929723429,-0.31348007018141755,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,1.5224520405162116
16.0,0.0,-0.17829146359421108,-0.5194920005873136,4.0681981887921905,-0.3762428019617602,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
17.0,0.0,-0.17829146359421108,-0.5194920005873136,-0.5585458929723429,-1.2991904868714148,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
18.0,0.0,0.1047596848617648,-0.5194920005873136,0.5510050174551142,-0.8076413313668532,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.5205892822372634
19.0,0.0,-1.259218986693441,-0.5194920005873136,-0.5585458929723429,-0.13026914924601726,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.9467328314717489
20.0,0.0,-0.17829146359421108,-0.5194920005873136,1.2000506926961954,-1.086372951789172,0.20324139483015385,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
21.0,0.0,-0.17829146359421108,-0.5194920005873136,-0.5585458929723429,-0.2578115021693673,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,0.061156684183663795
22.0,0.0,-1.259218986693441,-0.5194920005873136,1.2000506926961954,-0.058176005621248326,-0.2977282328136353,-0.09987132277664464,-0.06188919091798516,-1.6351281775730244
