ordering,reachability,predecessor_,core_distances
2296,1.430111479814704,2298,1.89506689917013
2307,4.088015346129618,1550,7.646413430336299
2325,0.03497591797308,3317,0.064497402607339
2389,0.898127635191325,3877,1.40983412565168
2404,0.0,13,0.0
2446,0.194697124809906,3410,0.387664897265621
2522,3.963383880675595,3061,6.742197617682758
2576,3.724621715546945,902,5.226396807859347
2590,1.628072247927669,5447,2.338339113580218
2699,1.359714196197218,2893,1.88683894635269
2726,2.548296274812334,893,3.850685382539854
2792,1.102638842788542,2797,1.782707170200083
2985,0.758340061452546,266,1.345891223778581
3092,0.091822923767989,3357,0.167729751871144
3114,1.685901417846198,2153,2.706270213329428
3219,1.396218691903346,2475,1.785262306751603
3279,0.881199843448158,6656,1.295227904122197
3379,0.941023483795795,1185,1.262857730819252
3423,1.330305856985169,2678,2.038820976528917
3430,1.488663059145322,2243,2.081214902567272
3502,0.595244094235328,4444,0.942943045040219
3584,1.194806395070544,723,1.482121278713078
3627,1.523094702697989,2709,2.191422821675945
3691,1.62723890905781,5589,2.637229274235838
3739,1.109552332122047,2852,1.123244165974823
3778,1.89112333355107,83,2.794599352822592
3784,0.718216554931849,1481,0.82803971155399
3842,0.308474195102684,6669,0.553486731887112
3848,1.375776623984151,891,1.927165649126986
4018,0.0,13,0.0
4038,2.629376155313953,5810,4.422963209996712
4072,1.425238969125208,2140,2.196483443697528
4106,1.116331197534544,4348,1.370525190693295
4235,0.275320815916884,3714,0.544333696768692
4242,0.564200109926533,1742,0.80308843011859
4281,1.238451358684196,6142,1.392398079695077
4361,1.398790632605312,3696,1.866668013153382
4477,0.97929540120721,3269,1.532047802799268
4533,0.481089533814077,1710,0.682906059959422
4584,1.109604368650046,4745,1.259304663107869
4632,0.696216531718145,2800,0.79486785353154
4710,0.572755595575151,5982,0.830348802505917
4732,0.0,13,0.0
4778,0.739199273049369,1570,0.935278140111477
4822,0.942943045040219,2125,1.423340679403703
4839,0.646787604398247,4264,1.023846111100419
4863,1.223609249030693,5818,1.968140692764684
4939,0.699044334398582,254,1.026803773183458
4976,1.250821761644901,5385,1.64406190016228
