x,y
-11.090058,-21.957186
-2.0544457,9.298678
-19.610565,-12.744592
23.915146,-20.878227
-5.323771,-8.264659
-3.6634123,27.244303
10.961085,27.792816
-10.648326,13.795346
-19.6503,-19.049765
28.931385,0.77099925
-37.05015,-13.041623
-12.844216,14.100679
14.599507,-12.770647
-16.540215,12.282422
27.10906,1.2925694
-37.418793,-13.838579
20.599232,-2.932091
-7.922447,-23.603373
-16.204296,14.645039
-5.977868,-12.271446
29.440153,2.8267174
-37.667587,-12.292305
-4.266464,-30.366634
8.623249,26.701391
18.60397,17.195896
33.166252,-0.23522702
-35.85966,10.9459095
13.372461,24.94396
18.670258,3.0877337
7.258051,5.1691833
-16.122711,-3.5435565
-2.2688088,-30.481186
14.16882,-20.81907
2.4479823,-24.705776
1.7224926,13.336623
25.376364,-20.8649
14.382005,-21.583578
-35.66815,10.799327
-38.044773,9.141476
14.572569,21.362568
-3.8012245,27.054869
33.94221,4.8803635
-37.280575,9.758378
18.090479,11.342424
-4.6342554,-26.447798
-37.084763,9.8096075
-0.8770937,5.371997
-7.6146946,-26.459274
14.05854,-21.994722
32.666744,0.6682711
-20.326962,14.207226
13.26886,29.824715
-37.591976,9.568669
19.262695,18.005598
26.315834,-14.083716
-33.21263,-12.544354
26.175644,-15.7764225
10.651387,26.16083
-38.22931,9.202075
-37.89179,9.571186
29.613823,3.4524922
20.646864,18.53899
-15.7161,-26.337633
8.068517,15.520727
-14.368088,14.544748
-14.407705,14.033886
23.198015,5.8143907
19.193901,20.398037
-15.716154,-26.337685
-2.1638193,26.282236
24.540777,-20.10952
-0.30209303,-22.801468
30.573883,19.987524
29.460743,12.779405
21.020878,-16.821276
-19.368597,14.58643
25.71785,9.398292
26.368568,-15.041329
18.061724,8.449934
-18.08122,-20.312027
10.228401,4.0937223
30.109295,21.568668
-3.628158,-29.820032
5.5126953,10.478572
-16.268047,14.233868
-20.97423,14.315698
25.39055,19.048162
-38.697666,-11.130019
-15.902919,-8.60184
22.81594,4.625961
-3.7786946,-8.493682
-38.8587,-9.961705
-11.769592,-12.369927
-37.52603,11.319437
26.395618,-16.648241
25.910759,7.467157
-36.65459,-13.463244
-20.3316,-13.478751
-3.3557515,-9.95037
29.011068,15.2226515
-20.588345,-18.135109
-5.020924,12.7864065
-11.321591,-22.25019
-4.105558,-15.204582
-18.003206,-6.9801316
-14.283208,14.870938
-38.39574,12.060283
-37.523937,11.951058
-15.716154,-26.33766
-4.6001945,25.667995
-8.669287,12.563637
25.091759,17.077852
-15.937885,-24.572569
26.123241,21.415764
-16.786049,-25.09775
-21.121393,-18.702412
-2.3090677,-28.718073
24.612442,20.017591
29.11138,3.3944516
-37.772373,12.088094
-2.936673,-8.3808365
-2.8557882,7.7708397
-11.088096,-26.642313
-37.101635,-14.216095
-15.0562725,-25.683996
-15.4258995,-2.0849168
13.3707695,28.237558
-18.378946,-21.806902
-37.771633,9.037399
5.8960276,10.471642
-10.544563,13.787416
17.044703,-17.741186
21.246494,0.66844296
6.858077,6.7416024
23.561491,17.059395
23.36828,-19.562923
20.662638,-14.625234
11.601507,7.39297
-37.47654,-12.556609
27.87515,1.1294588
-4.860773,-7.9424896
-11.760487,-12.193995
-40.03376,-7.8938565
-39.4511,-11.738216
-0.44183308,6.5637455
-14.171872,-27.967373
26.093876,6.522989
-8.5657,-8.487029
-9.522001,-29.455336
11.349141,30.174593
-37.688423,-13.30466
30.656742,17.408813
-8.391397,13.427835
14.975431,-21.285854
15.939835,-16.682526
-17.614183,-15.094292
29.743317,12.919442
-5.2936807,-30.436232
20.144613,-13.874701
-2.1279726,-26.672943
-36.441086,8.251984
1.6650959,-11.688459
-36.41703,8.130032
-38.09548,6.0460634
-4.1914735,11.914654
28.292515,14.113784
28.380688,21.68177
-3.0799432,27.153194
-5.936818,-21.761341
29.29291,6.4060483
-15.419537,-6.4139676
31.837849,18.025093
-1.4717302,-10.446801
1.4992818,-27.092516
17.276316,9.993612
-21.295452,-14.212837
20.356785,-15.763855
30.34924,14.170172
8.162728,4.197741
-37.092224,-12.975678
-14.368079,14.544722
-40.49536,-5.6679225
30.36008,-13.124466
-17.674177,-23.901323
22.203337,19.730583
-18.945862,-14.893602
9.434631,5.58306
18.738148,21.113602
-2.1513045,2.8040965
-22.259317,-18.76781
25.42032,-17.83235
13.308086,27.60543
21.915768,-3.322668
-13.2153,-8.974716
20.809418,-14.3902445
-36.75031,5.1292243
-18.022747,-12.262129
23.949,-16.905563
10.093318,30.505114
32.59759,-1.5280879
24.502647,-2.5105896
31.275085,17.739382
-3.3524187,-9.29519
-36.310104,5.449247
-37.909023,3.9856164
8.735917,25.471424
-36.098602,4.6517596
-14.92955,-11.502598
1.7231007,-23.962593
-6.959778,11.27698
10.889494,25.757229
21.543686,-0.36341774
32.102898,20.17607
31.652096,-1.6313713
-6.418817,13.37924
-36.909653,4.195282
10.846305,23.732662
19.136711,11.170269
-3.4547567,25.585653
25.491575,11.687286
34.17927,4.5997863
-37.88276,-8.716247
9.524776,3.7497432
30.490095,21.76859
28.982635,-6.1844406
27.153452,6.806721
3.4522054,-23.582647
6.942884,16.556637
-22.195877,-17.217999
13.685617,25.585037
15.595513,-11.48747
-8.414953,-11.020855
17.446846,11.498773
-16.26222,-5.773833
-38.176258,3.5247486
-21.17643,-12.084711
17.659962,-18.343384
-6.6968493,-21.97177
-2.970788,24.99579
-10.708501,-7.013608
-3.2859714,-26.209276
-41.949963,8.141101
-18.30241,-11.538765
29.570503,18.81219
14.740088,23.653395
31.600245,-5.9054165
-1.9061828,-26.146471
31.66427,18.470541
-42.01419,8.374323
-12.230129,12.488998
-12.109508,-27.8909
28.018538,-4.311607
-36.634304,-13.491676
14.988255,19.339685
-2.7573009,-24.229181
25.486176,-17.645136
-20.542574,-20.284351
33.674675,2.4425528
14.188192,25.086002
-17.374933,-24.578482
26.140661,5.313355
22.907562,12.380003
7.912653,10.027219
-18.13952,14.410719
-0.14919943,-12.159117
-36.620773,-13.511473
-26.620556,13.631549
-41.175087,9.468839
30.868212,-0.076442786
-41.075466,9.157792
13.450455,23.067673
7.629468,10.137141
10.746941,29.781567
-21.00882,-20.910961
20.79194,-15.445769
25.131586,-20.106455
20.283587,-11.133611
9.675472,4.9609437
14.203712,-22.327705
15.625542,18.28908
22.962835,1.6026741
-38.19984,-12.157125
6.541136,5.673687
26.647936,-15.936477
32.62513,-1.9730905
33.732254,5.986495
31.499002,16.88906
25.46295,-15.351804
6.3307843,15.205916
-5.8326006,-13.849811
16.433807,-19.878347
-12.743755,-25.934246
-7.83003,-9.451431
-12.219327,-22.406982
30.56749,6.174229
25.884813,20.364517
14.808931,-15.303592
18.23702,14.874112
-15.992168,-5.7343917
-38.468414,7.4943213
-3.710169,-11.561136
-40.166367,1.7882006
-12.427152,-30.522873
-1.5138962,-24.391718
28.861853,21.720217
30.959486,5.6754136
28.571672,-18.191092
15.139507,-17.90616
28.207281,12.857183
30.019245,-12.462615
-3.765047,26.93958
0.253358,-15.3197975
10.538978,24.990463
-27.717514,13.329853
28.701586,21.714014
17.046068,25.611757
30.565672,22.446606
-6.6672053,13.401183
15.5314665,19.01165
-36.50405,-14.792869
24.739264,-16.13387
-37.207706,-13.4525795
18.26595,10.236486
-14.332098,-12.493769
-14.427817,-24.646502
25.723465,14.521973
-9.602071,12.691272
-38.215546,6.5367813
-21.039974,-18.270622
-6.059584,-7.9545484
12.204206,26.000193
-41.084682,8.3449135
-19.410458,-21.275091
12.596964,28.390833
14.228348,-21.973
30.012375,-11.9959
-2.4061995,9.615312
-17.322252,-24.561844
15.087408,0.15109585
-2.9048166,-29.555004
-18.038914,-8.116991
-16.144478,-5.0748353
-9.418236,13.600427
3.101311,-24.701935
-41.134846,7.9022307
27.370054,2.846842
20.077492,-14.2313595
-6.0117226,-22.386179
22.447054,-2.690362
14.034066,-19.95521
-10.133868,-6.429442
20.652063,0.07238399
9.80477,24.256924
20.7926,-15.567888
6.8285327,16.909878
27.171844,20.524017
-40.19823,6.336513
-7.3299336,13.024946
-6.109085,-13.394818
-10.477151,-30.327269
22.336424,-2.9551978
-40.022316,5.791896
25.597689,18.354342
0.46829283,11.845469
17.63448,25.580593
-2.3347406,-29.321606
-6.8002586,-30.397102
-41.415226,6.7758174
14.700287,-21.598162
25.110907,10.3636055
